7237,CC1=CC=CC=C1C
999,C1=CC=C(C=C1)CC(=O)O
1140,CC1=CC=CC=C1
637511,C1=CC=C(C=C1)C=CC=O
4775,C1=CC=C(C=C1)CCCC(=O)O
244,C1=CC=C(C=C1)CO
7500,CCC1=CC=CC=C1
7501,C=CC1=CC=CC=C1
7929,CC1=CC(=CC=C1)C
12053,CC(C)(C1=CC=CC=C1)O
